content,score
"Kenapa setiap main mau naik bintang semisal saya rank udah nyampek epic 5 ke 4 udah bintang full kenapa selalu kalau main team lawan berat"" padalah udah coba berapa kali min ttp aja kalah tolong lah di perbaiki masak gitu melulu sih",1
"Game MLBB pembuat stress teman satu tim sangat buruk sedangkan rank lawan lebih tinggi, sistem pertadingan diatur supaya kalah terus biar pemain merasa bintang yang hilang bisa kembali lagi main 10x yang menang cuma 2x, lebih baik game HOK",1
Niat pengen have fun malah di buat kesel terus menang 2 kali di buat lag 7 kali kecewa gua ma monton sampe sampe gua tiap hari harus naikin kredit skor malah sampe udh menit 4 baru di masukin padahal gua jaringan bagus udh pake data pake wifi sama ajah ternyata ulah monton,1
Berat banget naik kemitik sumpah game ini paling bikin sebel.guasama teman gua banyak yg unistal gara gara di persulit naik mitik .blom lagi musuh pada jago semua sedangkan kita banyak gak bisa main akhir nya gak imbang ngeselin Uda hampir setahun gak naik mitik game pilih kasi .gak mau ngasih temn yg bagus paling temn gua bot game payah mending pindah aja sama game sebelah adil .blom lagi klw di laporin kredit skor turun padahal gua gak ngapa ngapain gak jelas banget hanso sekarang jelek,1
Kalo ngasih tim itu ngotak dong seimbang tim sendiri jago musuh juga jago jangan dikasih tim beban dark system mush jago kaya pro player server nya juga penuh dark system cape gue ditroll Mulu mau naik mythic malah gajadi apalagi kalau di rank mythic ke atas mushnya pada jago seme9tim yang di dapat pada dark system gamenya juga ngelag Mulu heronya pada ga seimbang bug harus nunggu ramai dulu baru di pix cape gue moonton mau ngepush lagi semangat semangat nya malah dikasih tim dark system cape.,1
Game jelek ga adil ngasih tim nya Kalau mau main yang adil kasih tim sama musuhnya 50/50 biar ga berat sebelah biar Adil Ini malah ga adil ngasih tim nya ga bisa main musuhnya lagi bisa main berat sebelah game kikir,1
Moonton saya punya masalah nih sebenarnya game kalian bagus tapi saya kehilangan skin blazing saya saat melakukan Penukaran skin epic gratis bisa kah kalian tangani itu... Sekian terimakasih game nya bagus👍👍👍,5
"game yg sangat membantu jikalau sedang stres masalah kerjaan atau sekolah, setiap saya sedang stress, saya selalu memainkan game ini, agar saya makin stress sunggu menyiksa, mental saya makin rusak jam tidur saya hancur. nak meletop oiii. bintang lima, saya suka, good job muntun🤫🧏‍♂️",5
Setelah update terbaru hp saya selalu mengalami freze saat pertengahan match dan langsung force close saat dilihat pemakaian ramnya sangat aneh seperti bug,2
"Saya memiliki saran kepada moonton kedapannya yaitu jika ada player winstreak seperti penjoki mohon diberi kekalahan agar para player tidak menghabiskan uang mereka karena uang yang banyak sangatlah berharga,yang terakhir yaitu pesan terakhir saya yaitu 2 tahun kedepan untuk memperbaik game ini moonton karena ML ku telah di hapus oleh ibuk saya jadi saya ingin memainkannya saat sudah pulang/libur terimakasih moonton atas hiburan mu see your game on next year :)",5
Matchmaking tidak seimbang rank legend lawan nya rank mitik ke atas dan banyak tim yang ngetroll tapi tolong lah perbarui dalam matchmaking montoon kalo ada tim yang troll atau tidak sesuai sama role yang dia mainin Kurangilah kredit skor nya yang banyak gitu banyak player yang mengeluh tentang lawan yang tidak seimbang dan banyak dark sistem,1
"Kalo game magic chess di mobile legend di hapus , dan di pindahkan ke magic chess go go go , minimal grafik dan tampilan heronya sama kan dengan magic chess yang sekarang atau yang season season kemaren jangan terlalu kek gitu kesan nya bukan tambah HD memperbaiki grafick di magic chess malainkan memperburuk segala nya , tampilan hero di mcgg mines grafik mines , minimal kalo buat memisahkan magic chess buat yg selayaknya",1
"Game nya bagus bgtttt buat kalian yg udh bosen sm ff bisa cobain inii sihhh soalnya ini juga perang perangan lebih lengkap dan banyak hero baru,hero baru yg paling aku suka itu zhuxin klo hero yg aku paling jago mainnya layla,miya,hanabi dan aku bisa dapet skin sma hero gratis pokoknyaaa seru abiezzz",5
Ok ini kenapa aku cuma rating 2 bintang karena setiap season aku selalu si PHP in Ama ni game gak gimana gimana amat yaa cuma kurangin lah losetreaknya buat akun ku karena setiap season aku cuma stak di legend terus akada kemjuannya jadi mohon maaf buat developer tolong buat akun ku kurangin losetreaknya malam ini akun kasih komen aj udah lose 4 Kali jadi tolong lah developer ok itu saja makasih....../,2
"Tolong lah ya lo kalo ngasih tim tu bisa yang bener dikit ga si, Gila aja anj tim gw anak baru netas semua lawan musuh mytic yg lagi partyan. Terus lo kalo ngasi lose streak itu mikir dikit anj Yakali gw main 10 game, kalah trs padahal gw mvp. Sumpah lama lama capek Tolong mikir dikit ya moonton, Sumpah ya gw masih palak banget bisa bisanya lo ngasi gw dark sistem terus terusan, Akun hasil jokian. Kek anj gimana sih Sakit jiwa yang ada main ni game ga ada seru""nya anj.",1
Gamenya dibuat untuk senang senang pun tidak bisa karena game yg seperti ini menurut saya tidak layak untuk dimainkan Karena bisa membuat orang stres depresi Dan bisa membuat orang yg main merasa tidak puas dengan game nya.untuk developer nya saya mohon perbaiki sistem macthmakingnya sakian dari saya dan orang yang muak akan hal ini,2
"Ml ml, udh ngasih match ga jelas, ngasih tim ga jelas, lu minimal kalo ada Player kalah teurs tuh kasih menang kek biar mental nya aman ga kena lostrek terus,baiki dulu tuh ping nya, wifi gw bagus malah nge lag terus di game",1
Brody d magic chess bintang 3 bener2 rusak....masa iya nggak kyk hero 5 yg lain...bener2 nggak ngasih kesempatan buat hero lain ngelawan..aneh..gatot kaca bintang 3 aja masih bisa kalah...bikin males aja,3
"Ini games mkn g nyaman,slalu ksh tim yg jauh dibawah musuh.tolong perbaiki lah ksh tim yg sesuai dgn musuh. Klu begini terus peminat ini games akan banyak yg akan meninggalkan ini games. Terimakasih.",3
Semakin aneh..!!! Suka bgt sama game ini. Tapi lama kelamaan pengen uninstal ..!!!!! BANYAK DARKSISTEM. sistem aneh,1
Kalo bikin game yg bener masa gw main ketemu tim kaga bener Mulu kasih tim yg bener yg sama sama rank jangan rank legend main kek epic mending gausah main game ini buang waktu aja mending main HOK aja daripada ini udah skin sama Hero nya gratis mudah lagi,1
"Tengkyu muntun, main renk naik turun naik turun bintang doang, MRO rising cuma butuh 1 match 4 minggu lost semua di epik kombek musuh terus, dapetin musuh glory glory terus, spin dapet hikmah nya doang. -999.999.99 Juta triliun cahaya perseratus buat ni gem tengyu banget",1
Montoon tidak adil bagi kami pas keluar event skin kof tertulis dalam 10x draw dapat skin epic atau di atasnya malah dapat skin yg sudah ada sama kita di bagi balik.. seharusnya yg belum ada skinnya sama kami yg di bagi balik...kami merasa rugi top up mohon bantuannya,1
"Gw sangat enggak nge recomen game ini, soalnya kalo udh dapet was 6 kali aja, pasti auto dikasih darksistem, lebih baik bermain honor of king, jauh lebih adil ketimbang game ini, ini game paling jelek yang pernah saya download,saya harap game ini di hapus saja.",1
Game para bocah atau para anomali? Cape main isinya ampas semua cape cape pengen rank naik malah 5x dapat troll pantes banyak yg hujat. Player yg begitu hukumannya masi dikasi ringan developer aneh. Kalo gw developer udh gw ban perangkat sih biar ga bisa download lagi,1
game nya bagus. tapi ada sedikit keluhan saya. kenapa saya dapat tim yang ngak kompak selalu ini harus diperbaiki mainnya bot lagi tolong beri tim yg ahli atau lawan bot dan kasih skin proveus 1,2
Collab nya sih bagus bagus semua cuma bisa gak jaringan nya di perbaiki gw main ml setiap baru mulai ngelek sampai 3 menit njir setiap main ngelek main ngelek gedek gw Cok udah coba beli Kouta internet atau pake wifi sama aja njir setiap baru mulai ngelek kalo perlu gw main di tiang tower sekalian apa ha? Coba lah muntun perbaiki kesalahan nya capek njir setiap kali main gw di bilang bocil ngetrol😭 gw pengen main tenang doang Cok oh iya satu lagi kurangin lah dark sistem nya capek njir -_-,1
Game nya bagus tapi tolong di perbaiki lagi game nya Karana kalo ada temen yang afk gak di terima laporan nya dan yang lain tolong sistem ny moonton kasi lawan yg adil ini GK ngasi Lawan yg pro player tapi tim ny di beri yang dark sistem semua,5
Bagus dan efeknya yg terbaik buat mobile lengends tapi banyak player yg membikin susah pertandingan player tersebut di sebut drak asistem bagus tapi kalian harus membuat player yg membikin pertandingan susah di kurangi kredit sekor ny .,3
"Apaan si game rusak gw download game ini biar gw bisa lampiasin kesedihan gw eh pas main malah ketemu dark system Mulu klo ga tim tim yg bot,cape gw moonton plis lah kalo nyariin tim sama musuh tu yang imbang jangan yg bot malah di satu timin ana gw",1
"Game ga jelas , mactmaking apaan dpt nya tim bot mulu ,jaringan bagus ehh di dlm pertandingan malah patah patah ,hadeuhhh kacau ini game , makin kesini ga jelas nih game , main turnament RISING aja masih leg leg kan Padahal jaringab bagus",1
"game taii matchmaking tersampah, kalo ngasih yim tuh yang jelas sikit lah moonton, ngasih tim yang emblem masih lv 20an, kasih tim yang lebih waras lah, pusing banget ls mulu, mikir lah, gimana mau maju kalo gini, kalah sama game sebelah, yang ada fitur sebelum main pilih lane, kalo bisa kasih server khusus buat yang masih legend ke bawah biar mereka grinding dulu, ayo lah, pantesan banyak yang pindah ke game sebelah, perbaiki dong matchmaking yang tidak seimbang nya, lama"" stres juga",1
Team Musuh selalu di untungkan team saya malah selalu kalah dan musuh tidak sepadan dan banyak dark sistem tolong di perbaiki sistem nya maaf saya hanya bisa memberikan bintang 1,1
"seruuu terus game moba ini mah tapi pliss untuk dark sistem nya di ilangin dong , dapetin tim yg sepadan dengan win rate rata"" , dan musuhnya ituloh kadang dapet yg ge sepadan dengan kondisi tim .. trmaksih",5
untuk admin mobile legend tolonglah dari jaringan di perbaiki padahal saya pake wifi jaringan lumayan stabil tapi pas udh di game nge lag jaringan naik Mulu jadi jelek ke pengalaman bermain jadii tolong benerin minn sekian dari saya,1
Gua udah capek main mobil legends Sbgai player solo gua capek dapet tim bego .sory ya gua main mobil legends dari 2017 tapi makin kesini makin aneh ni game gua selalu mvp tapi kalah percuma gua main berjam2 yang ada bukan nya happy main game yang ada malah cuma emosi terus konsep fun nya ga ada sama sekali.yang harusnya main game biar happy malah kebalikan nya.cape gua dapet temen idiot.padahal gua udah honor tapi rasanya kaya di rank epic kalo kaya gini trus mnurut gua lama2 punah plyr solo,2
"Saya minta maaf kepada developer mobile legends karena saya sudah kehilangan vibes/selera saya bermain mobile legend ini karena teman² saya banyak yang pensiun dan salah satu teman mabar/saudara saya telah dihack ini yg membuat saya semakin selera semakin down, ditambah lagi semakin banyak player² yang tidak mengetahui bagaimana cara bermain yang benar dan masih banyak alasan lagi yang membuat saya semakin tidak selera bermain lagi, maaf untuk developer mobile legends✌",1
"tolong kalo kasih lawan itu yang setara jangan berat sebelah, saya sudah berusaha semaksimal mungkin, tapi tetap saja masih ada yang troll, dan tolong kasih sangsi yang lebih berat kepada player yang dilaporkan karna tidak mau berkontribusi untuk tim. satu lagi kalau tidak kuat mental g usah main game ini",1
"Saya menyukainya karena banyak hero, bisa kenalan sama pemain² yang ada diluar sana, enak di mainin, gak boros kuota, tapi memakan banyak ram😁😁. Jangan lupa mampir ke akun ml ku ya☺😊. Ohh ya satu lagi untuk orang orang yang belum download mobile legends, cepetan download ya jangan sampai kelupaan lho😋😋. Kalau udah download mlnya,mampir yah ke akun ku😇😇, lagi butuh temen mabar nih. Itu aja sih rating sama ulasan dari aku dan menurut aku, itu sih balik lagi ke kaliannya aj. Y udh bye²👋👋😊",5
"Mobile legend kenapa ya? Gua selesai main pertandingan dan menang ga dapet bintang yang ada error, ga cuman bintang doang tapi hasil pertandingan ga ada, tolong moonton perbaiki bug nya",2
masih mengalami lag tapi sekarang lebih parah saya sudah ganti kartu tapi sama saja tidak ada perbuhan tololng perbaiki masalah jaringannya sampe gw harus afk buat ganti cari tempat yg jaringannya bagus,1
"matchmaking gajelas,rank glory satu tim sama honor,solo padahal,update bukannya makin bagus malah makin jelek,tau gitu ga gw update,urusin aja tuh hero baru,hero revamp sma skin baru,matchmaking ga di perhatiin",1
"sinyal sering tiba tiba ilang jadi merah udah pake wifi data seluler masih aja sering tiba tiba ilang,, ak main game untuk menghilangkan stress ini malah tambah setress 🗿",1
Game ini sangat bagus dan banyak Hero nya Skin nya pun keren keren pokok nya game nya keren dan bagus dan banyak tempat untuk memainkan nya lalu game ini sangat muda dimain kan sama bisa ngechat dengan orang lain game ini wajib didownload dan tidak burik,5
"Jangan ada yang main game ini banyak player dark sistem cape main rank kalah Mulu dan gak didengar juga keluh kesah player nya, lama lama setres main game ini mudahan ada game yang bagus dari game ini niatnya main serius di rank eh malah di kasih tim yang rada rada kaga kasian apa sama player yang main serius di rank naikin bintang mudahan bangkrut ಠ⁠_⁠ಠ",1
Ini moonton punya masalah apa siii anjirrrr lagi main tiba² banget relog sendiri pas mau masuk lagi malah ga bisa² padahal sinyal aman udah coba berkali² tetap ga bisaa taii bangett,1
"2 hari saya push rankk dengan performa yng bagus²,tpii knpa malah di kasih tim dark system? tolong lahhh kasihh msuh sma tim ituu yng setara,,bukan malah kasihh musuh yng susah²,,kesel tauu rank nya nurun muluu,,kadang tim nya udh baguss,,eh malah musuhnyaa proo lahh,,kombek lahh ini lah itu lahh yng bikin saya lose streakk,,intinyaa tolongg dikasih musuh yng setara🙏🏻",1
Game nya bagus grafik nya oumyan tapi tolong setiap saya main pasti ada dark system tolong lah pemain nya jangan dark system semua tapi sama ghaca nya dapet nya ampas semua udah ghaca 10× loh tolong game nya kalo ghaca lebih hoki jangan ampas semua,3
banyak player cheater di game. keamanan mu gimana sebagai Builder game master. matching game berdasarkan rank tidak perlu di campur. kalo rank epic musuh nya juga epic jangan di masukan grandmaster dan legend jadi satu rank. itu nama nya adil.,1
"Game in makin majin ancur habis update, penyimpanan makin banyak bukanx makin lancar malah jaringan makin lag.. Jaringan hijau tpi ngelag gak jelas..",1
makin jengkel mainnya.... makin lama mainya makin kurang bintang yg diproleh... untuk saat ini saya coba lg lok masih kayak gini labih baik sy hapus permainan ini.. baru2 di efik 1 ⭐⭐⭐⭐⭐ kok tiba turun ke GM 5... aplikasi ini lama2 menjengkelkan...,5
"kok punya saya ngestuck di loading ya min ga bisa login sama sekali, padahal saya ga pernah melakukan hal² yang melanggar dari peraturan moonton,saya harap bisa di balas pernyataan saya dan saya minta tolong harap bantu lagi saya dalam login mobile legends 🙏",5
"transisi perpindahan level rank,pasti serasa main di neraka. kalau bisa MVP kalah itu, bintang tidak hilang,tiru lah ML china,memanjakan player, perpindahan level bisa dapat uang atau diamond",1
"Season ini banyak yang troll banyak yang AFK, berat buat player solo. Season ini gua terakhir main, makin banyak aja player dark. 10 tahun kedepan hancur game ini.",1
"Permainan MOBA yang seru dan menyenangkan,minusnya cuman satu,masalah jaringan sering lag parah,tolong di perbaiki.",4
"mohon maaf sebelumnya game ini tidak disarankan untuk di download, karna game ini menguntungkan kehokian tim(tim yang jago). Jika kita tidak mendapat tim yang jago otomatis auto kalah dan memancing emosi bahkan sampai merusak hp. Jadi intinya game ini TIDAK DISARANKAN UNTUK DI DOWNLOADDDDD!!!!!!!!!!!!!!",1
"Heh moontoon,banyakin bikin algoritma busuk lu,kalo misal legend dh full bintang mau naik ke lbh tinggi,lu pasti kasi bot buat jd 1 tim ,biar kami kalah,lu dh atur itu biar setiap rank ada player manusianya,kalo main solo cuma buang"" waktu aja ini game,udh di atur kapan naik ranknya ,emang licik lu chinaa",1
"Lumayan bagus, cuman tolong diperbaiki di bagian servernya sama jaringannya, kadang jaringan udah bagus tapi pingnya suka ngedrop, tapi overall bagus 👍👍",4
"Yang main sudah tidak ada, di dalam game cuma akun server semua, ini game apa app slot, ko isinya server semua ga real dalam pertandingan, beda kalo yang main asli manusia ketemu di matc dan manusia yang sudah di atur oleh pihak game nya, by uninstal, sinyal ga bener, padahal make wifi tolol",1
"Ketidaknyamanan dari pemain adalah:ketika ada player yang salah lalu di riport mohon untuk segera di tanggapi jika memang player tersebut salah, jadi harus nya game ini memberikan keadilan untuk player nya semoga di baca dan di pahami oleh developer nya TERIMA KASIH!!!👿👿👿",2
"monton, tolong, gw main udh lama, season ini knp banyak player mitic, game play kaya di epic, saya lose dari honor bintang 45, turun ke bintang 37, setiap main ketemu tim yang selalu ngefeed, mental saya kena monton",1
"hehh moonton benerin dulu mact making lo baru collab sana sini udah mana sinyal nya jelek bget lagi padahal pas di pake di game sama apk lain mah lancar giliran ke ml lagi ngelag lagi anehh padahal ada hok loh pesaing lu yg paling berpotensi, eh game lu nya malah makin rusak mana banyak bug nya lagi malas",1
"Game ini sangat jelek, sisitemnya tidak bagus kadang selalu memberikan performa game yang buruk kadang lag sendiri padahal jaringan bagus banyak bug dan banyak Chet pokoknya game sangat buruk merusak mental orang",1
"Pertandingan yang sangat buruk , bahkan sangat² buruk , seimbangkan tim nya , agar tidak ada lagi yg rebutan line , semudah itu permintaan kami parah player tapi masih juga gak ada perubahan ,",1
"gajelas woi servernya ngelag mulu jaringan oke oke aja malah gabisa gerak dikit pun terus itu satu tim ngerasain gamungkin kan satu tim jaringannya jelek semua, gua report juga game lu, buruan baikin gua mau push rank abis season !!",1
"saya ga suka game ini karena saya ga dapat peti blazing dengan gratis, moonton pilih kasih, trus juga skin gratisnya dikit sekali saya akan pindah game lain, saya juga ga suka game ini karena dapat tim yang aneh semua sampai saya kalah banyak sekali GASUKAK POKOKNYA begitu juga skin gratis peti itu biasanya saya dapat yg jelek klo skin elit masih saya terima tapi itu fragment mana cuma 1 lagi emg game kikir efek skin ajh jelek PARAH ga habis fikir lagi skin epic yg jelek aj mahal, ga suka ml.",1
"Gamenya gak jelas banget bikin emosi,dikasih tim tolol musuhnya gg terus, giliran udah lost dikasih menang, terus kalah lagi bener2 random game gak ada evaluasi kesetaraan match dari dulu, mending hapus aja.",5
Gamenya bagus tapi drak sistem nya di atur jangan berlebihan. Oh dan nanti kalau sempat buat skin phoveus itu hero favorit saya tolong dong nonton masa skin phoveus nya cuma satu,4
Gem apa gua pakek kuota ulmitid gaming kok gak masuk masuk kata dari gem nya kembali ke lobi kembali ke lobi apa coba bikin orang naik dara tingal di masukin aja kenapa dah jaringan bagus giliran di gas gak masuk masuk kata nya kembali ke lobi kembali ke lobi tolong di ganti kalok mulai itu langsung masuk kan seneng liat nya ini kagak kembali ke lobi kembali ke lobi tolong monton yah di ubah gua Uda punya kuota ulmitid gaming dari xsis masa gak bisa main padahal dari aplikasi xsis ktanya bisa,1
Apalah moontoon buatkan draft yang seimbang jangan kalo menang gampang banget kalo kalah kalah banget game apa ini bikin bosan lama lama kalo begitu Mau lose streak pun tak apa apa lah saya yang penting seru dan seimbang,1
Jangan install game ini lagi mau Sejago apapun kalian tetep aja di kasih kalah team nya aja setra computer bahkan lebih baik main sama computer lebih bagus install honor of Kings aja lebih seru kalau mau kasih team yang seimbang lah aduh kocak bener ni game😂😂😂,1
"Montoon, jangan di campur sama server luar negeri dong, gw main di daerah jepang tapi terkadang servernya di negara lain, padahal ga pakai vpn, sinyalnya jadi merah trs, mohon lebih di perhatikan",1
Game apa apaan ini padahal data internet nya kencang tapi pass mau login cuman loading yang bisa gak bisa login ke gamenya tolong ya ini saya internetnya sudah lumayan kencang dan juga nyeselin parah bikin males banget dah skin aja masih dikasih yg jelek tambah juga chatnya padahal gak toxic tolong perbaiki dlu ini game free fire aja bisa gak kayak game ini tolong lah,1
Apalah monton jaringan bgus atau jelek sama aja lagnya udah pake data masih lag pake wifi bagus pun masih lag ini emang gini sistemnya atau playernya ada yg pake cheat tolonglah ini dibenerin lagnya 😞,2
Untuk tim developer saya kasih saran ya untuk ditindak lanjuti akun jokian atau player yang membeli akun tingkat atas karena kemampuan sama pengalaman mereka berbeda sama rank tinggi itu udah ngerugiin player solo banget sih,5
"Aplikasi ini cukup menghibur dan menyenangkan ,tapi diaharapkan diamon untuk top up nya dipermudah dikit,,agar kami bisa menikmati skin yang lainnya",5
"Game rusak!!! Biasanya GK seperti ini,setiap kali mau war sering ngelag GK jelas padahal jaringan bagus dan kadang2 delay juga,makin kesini makin parah ni game,makin GK berkualitas!!",1
"Gimana sih sekarang makin kesini makin gak jelas,,kalo emang udah gak support buat android tuh kasih pemberitahuan,,jaringan bagus tiba tiba Leg aneh,, pantesan pada pindah apk sebelah",2
"game rusak, gw g salah ap ap tiba tiba g bisa login padahal gw main ya main biasa g pakek cit g pakek yg aneh aneh tiba tiba g bisa login gimana ini monton gw udh habis banyak buat yop up tiba tiba g bisa login gini, tolong perbaiki lh simtem monton monton",1
"Kenapa dijepang belum tersedia magic chess go go? Jadi gabisa main sama sekali. Kalo belum siap semua gausah dipisahin dulu, dan ga ada solusi.",1
Masa ngasih musuh yg udah mythic gw baru GM jelek ahh ngasih musuh ga sepadan mana jago bekas MPL lagi ah males mending main Game Offline masih banyak bug kadang kadang malah masuk base musuh kalo internet jelek padahal internetnya bagus kalo ada bintang 0 gw udah kasih bintang 0 biar gane nya gak laku Rank season dari mythic masa ke gm sihh gak adill,1
"Game nya aneh, baru comeback setelah 62 hari tapi di saat baru download ml gk bisa masuk ke gamenya,jaringannya aja udah bagus dan saya baru reset hp tapi gk bisa loading,kan biasanya disaat baru download ML pasti disaat game loading nya lagi download data tapi ini gk ada,katanya kesalahan jaringan tapi jaringan nya aja bagus,tapi kenapa gk masuk ke loby nya.",1
"Game rusak hama,win Ama lost gk sebanding tim gjls maen lama² muak di ml,byk event scam(diamond value,peti starlight,lucky box),maen 6-7 jam bintang gk naek²,biar player betah kasih event tipis basi bgt,benerin matching nya sesuaian tim sama statistik player nya.",2
Permainannya bagus menyenangkan bisa mabar sama teman teman tapi kalau sudah lama sering leg padahal penyimpanan nya masih ada 4GB tolong perbaiki monton,5
"Grafik dan lainnya begus apa lagi sering ada event, tapi saat bermain jaringannya sering merah, saat bermain sering juga rebutan Lane, dan sering juga kita yang bermain bertemu dengan orang dark sistem, meninggalkan game dan lain lainnya",5
Moonton awal nya saya mengira ini akan menjadi game yang adil karena ini adalah game MOBA yang mana game MOBA itu masing masingnya udah dapat tim paling tidak yang saya harapkan dari mobile legends adalah keadilan nya seumpama tim lawan timnya lebih kuat lebih kompak atau lebih apapun itu harap di sesuaikan ke tim kita nya jika namanya game MOBA tapi soal mengatur tim untuk seseorang saja tidak bisa maka jangan di namakan game MOBA kalo masih seperti itu namakan lah Among us atau super sus,1
Heh moonton lu ngotak gk sih ngasih lawan? Ini kami yg ngestak di epik sama legend kesusahan naik rank karena lawan gk seimbang kalo udh lose streak berkali-kali baru dikasih lawan bot. Mau lu apa sih moonton ngasih lawan yg ngotak bet lah udah banyak yg ngeluh rank lagend di kasih lawan mytich ada ada aja lu moonton game nya udh bagus tapi lawannya aja yg gk PANTAS BANYAK YG PINDAH HOK (Honor of king) kalo Mobile legends masih mau rame jangan kasih lawan yg tidak se imbang ngerti???,1
ya saya setuju dengan ulasan atao keluha-keluhan flayer lain gamenya pas main selalu ada aja masala yg bug lah yg patah-patahlah pokoknya hampir semua flayer mengalami masalah ini sebelumnya saya mohon maaf.trimakasih,5
syaa sudah bermain game inii sejak lamaa tapi dari dulu sampai sekarang selalu adaa masalah sat machmaking sayaa mendapatkan tim yang ampass sedang kan. tim musuh sudah seperti sekelas proplayer jadiiii tolong perbaiki dan seibangkan antara tim dan musuhh gw udahh muakkk main ketemu tim yang engas jadi tolong yahh montonnnnnnnnnnnnn di perbaiki,5
"Memang magic chess di apk ini bakalan dihapus tapi tolong masak lv 6 hero 2gold 40 persen slot hero masih 13 gak keluar.... Saya 8x game berturut"" yg keluar malah hero 3-4 gold....... Bikin malas maen... Dan maaf juga sepertinya gak bakalan maen magic chess go go juga... Udah kena mental saya... Sekali lagi maaf.... Terima kasih.",1
Kenapa belakangan ini jaringan sering bermasalah. ? Apa servernya ngedrop atau kenapa? Tolong di perbaiki supaya performa bermain jadi lebih stabil.... Soalnya saya suka sekali main game ini....,4
game nya bikin orang stres karena musuh nya terlalu kuat² dan saya juga menemukan banyak cheatter di game ini untuk Moonton tolong saya untuk memberikan musuh yang mudah mudah,1
"Saya sukai game ini sebaik baik yan Karna aku game ini sangat bagus Sapai aku sukai sangat sangat bagus Kar na ini game yan bagus ya kala:, mau, Doanlalot aja sekarang bisa beli skin,100 Beli yan pegen pake yan beli pake koin Atau daimoon di, Moblie Legends Bang Bang buruan Doanllalot sekara juga kalau pegen mabar cari, teman Kalian di game ini bisa ganti gambar Aja kalau mau sekara yah tapi kalau Beli koin yan bisa di tabah ya tapiiiii Harus kum pulin yah pas main yah Bisa , di ganti ganti ya",5
"Oke aja sih, dan udah bagus.....tapi sedikit di perbaiki jaringan nya padahal bagus sinyal nya tapi pas main tiba tiba merah ping nya tolong itu aja",5
"perusahaan t*i, tolong lah kalo kasih tim yang bener napa gw uda main serius malah dapat tim gajelas, niatnya main game buat have fun, malah jadi stress, uda banyak fikiran malah jadi stress",1
Game nya seru sih tapi banyak drak sistem.ples timnya yg tolol kalo mau naik lejend tinggal satu bintang monton kasihnya lawan yg pro dah lah bagi player yg ngga pro pasti kesel dah mending kalo tim nya pro kalo drak sistem udah,1
"Makin update makin beratin hp, skrg msalah di koneksi terputus terus bkin hp jdi down frame dan lag, udh gtu di anggap afk mlu jadinya di rank, padahal settingan uddh sesuai sma spek hp, chipset msih mumpuni, tolong donk di perhatikan komentar player.",2
Makin hari makin BERAT wifi+data susah apa lagi data saja atau wifi saja Hp ram 8 mmc 256... Kirain jaringan ternyata gamenya makin berat.. capek,1
"Bagus lah lumayan, cuman KASIHANI LAH buat player MLBB yang gak bisa TopUp diamond ini😭 di banyakin token gratis buat gacha skin Kumpulin koin buat beli Avatar latar belakang aja yang sampe. Atau gak nyampe gimana mau dapet skinnya harus banget TopUp Diamond SEKALI-KALI BENERAN FREE LAH KASIH SKIN ITU JANGAN SETENGAH-SETENGAH GIMANA GAK BANGKRUT NIH DUIT??",5
tolong buat developer game nya itu ai mu ga jelas gada berkata kasar tapi bisa di mute ga jelas ngetik surend aja terdeteksi berkata kasar tolong lah di perbaiki ai pendeteksi chat in game sangat meresahkan jika main tapi chat in game di mute,1
Makin banyak player sampah pada ga sesuai tier ranknya mainnya cuma asal bikin toxic permainan ga nyaman mhn moontoon rombak lah sistem match ya jgn ngaco...jangan cuma event top up skin aja yg dibanyakin..pikirin kenyamanan player.,1
"Game ampas, dapat tim nge feed mulu, gk guna, ketemu musuh pada jago semua. Di legend 1 udah sampe 30 match gk tembus mythic. MVP kalah sampe 20 loh moonton, kasi tim bagus dikit napa. Gua bingung sistem matchmaking nya. Mau sejago apapun, kalau dapat tim tolol pasti kalah, buang"" waktu saja. Mending Nge joki aja, capek sumpah",1
"sekarang kalo main solo serial game pasti Ada darksystem, musuhnya sekelas pro player sedangkan Tim sendiri kayak bot, gimana mau menikmati game kalo team nya kayak gitu terus, tolong lah moonton kasih Tim/lawan yang sepadan",1
"Tolong ya moonton yang terhormat ,,,lu tiap tahun ngeluarin skin bagus bagus tapi tim yang lu kasih dark semua sedangkan lawannya lu kasih yang jago trs lagi main malah lu bikin lag jaringan Gak wajar lagi main game ini bertahun tahun bukanya tambah enak malah tambah ribet Wajar aja orng pada pindah milih kasih wkwkw",1
"Sangat bagus, mungkin bisa ditambahkan lagi pengurangan kredit skor bagi yang afk, dan minta tolong moonton kasik lah tim yg sepadan sama lawan jangan kasik dark sistem, match making nya tolong di sempurnakan karena terlalu banyak akun joki dan beli yg menyebabkan ketidakseimbangan dalam tim",5
makin ga jelas nih game.. gw dah fakum lama.. dan sekarang maen lagi.. eehh tetep aja masalah nya kaya dulu mvp kekalahan mlu. coba player solo lo perhatiin tod.. yg mvp kekalahan d ketemukan sama mvp kekalahan .. x aja sistem nya brubah..,1
